review_id,Usuario,business_id,Estrellas_Negocio,Review,anio,mes,dia,Negocio,Direccion_Negocio,Ciudad,Estado,Rating_Usuario,Numero_reviews,attributes,Clasificacion Negocio
Uon4Aft-6Lx5l6yD65zEBQ,4Z2lfaP3d3oOKmEfmc9PCw,BXUqeFDqvTK2uL6sQd5YnQ,5.0,"I love trying the different Nashville Hot Chicken places around the country. This place has great service with a one man show. Sam took my order, answered the phones, cooked, was my cashier and host.

It was hard to tell if it was open since I didn't see any ""open"" signs or lights on but you can sure tell it's open by the wonderful aroma of chicken as you walk up to the place. 

I ordered the Combo #1 which is 2 giant tenders served with bread and pickles. I substituted slaw for fries.  Based on a prior review regarding the heat, I ordered mine mild but would've ordered medium if I had to do it again. There was pretty much no heat to the mild version. Great flavor with the breading on the really large tenders, crispy on the outside and juicy on the inside. Served with their dipping sauce which was tasty as well. 

I love to support local places so if you agree, give Crazy D's a try next time you're in Reno. Thanks Sam for your great service!",2021-01-01,4,9,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
1s78O0u_l7lZusYeXMHzjQ,HLqLsK6jFp8Qcm9BKgYxWg,BXUqeFDqvTK2uL6sQd5YnQ,3.0,"Chicken was good, cheese on the fries were gritty. We at everything but our cheese fries. May just come for chicken. O and limnade was ok. Very expensive drinks.",2021-01-01,10,11,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
yw7TXCjxoDkScuijkhCwHA,iBEsxORk3f99xY-0tTG6qw,BXUqeFDqvTK2uL6sQd5YnQ,4.0,Owner reached out due to issue from our previous visit. It was great that he did because we would not have came back to this location. This visit was a lot more favorable and our food came out 100% better!!! We ordered our usual and chow down every single bite :) The chicken came out juicy and the quality were more up to par with the original location. We can't wait to return for more crazy chikins'!!!,2021-01-01,1,26,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
lMTBZH494yKGjaUJ8QH7rw,B3FurmAOPEW1l-eMvYGvNw,BXUqeFDqvTK2uL6sQd5YnQ,5.0,"Love this place, chicken is good! The sauce is better than canes tbh  I aleays have leftovers",2021-01-01,10,3,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
NiEv6nKAqZqalJ226caGDA,lW_2vZDVs5zBJHvOFFdqHA,BXUqeFDqvTK2uL6sQd5YnQ,4.0,"As me and my boyfriend were looking up places to eat that didn't close early, we found this place on yelp. After reviewing the food pictures, we decided to go check it out. At first I wanted to dine in, but upon entering the place, my boyfriend didn't want to stay. He thought the place was creepy and didn't like the ambience of the small restaurant. I ordered the chicken wings while my bf got the crazy fries. After getting our food, we drove home to eat. As I opened my bf's food, one look at the food and I knew it was going to be good. I tried some of it, and was pleasantly surprised at the sauce they used. Safe to say, my boyfriend also loved his order. My order was decent enough, but overall, if you really want to enjoy the food, get the crazy fries.",2022-01-01,1,17,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
dnKC1taV_qMjRmvf-QRzJg,PMwq1IjUaDtf4HKtreAwjQ,BXUqeFDqvTK2uL6sQd5YnQ,4.0,"Looking for a trashy midnight snack? Well - look no further than Crazy-D. 


While unfortunately not a gourmet chicken sandwich or tenders, crazy ds chicken still has all the kick, juicy, and spicy flavors you might want at night. 

I probably wouldn't come here on a normal lunch, but would definitely come here again for a late night snack.",2021-01-01,4,4,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
S1VSQLyzUYwWHHL-fdOBKA,pTSH-BGpNjblLO8hZR8lFQ,BXUqeFDqvTK2uL6sQd5YnQ,4.0,"Crazy D's has some crazy good food. I got the CrAzY fries and also tried the giant slider. Both were really, really good. The chicken was tender and just the right amount of spice. The sauces were pretty good too. I was a little hesitant about getting it because of another poster saying it tasted like ranch, but it definitely doesn't. It's sweet, almost like if Cane's sauce, mayo, and honey mustard had a delicious, delicious baby. The online ordering process was pretty easy and simple, and my food was ready earlier than promised. 

There are a few kinks that might need to be worked out, but nothing super serious. I asked for my sauce to be on the side in the comments since this was my first time here and I wasn't sure if I'd like it. Instead, I got sauce on the fries PLUS an extra side of sauce. No big deal because I ended up liking it, but if I didn't I'd be pretty annoyed. Also, the cashier seemed really confused about my order. I said my name, and he could see that the bag said my name, but for some reason it printed out that I was a door dash order despite ordering directly from their website. He seemed to get weirdly hung up on that but in the end it worked out.",2021-01-01,12,15,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
PbU5rUlcGWF7TcgYUkYNXQ,qZSFKwSnDkQ1XmMRRFO2zQ,BXUqeFDqvTK2uL6sQd5YnQ,2.0,Ordered a #1 but the ordering was missing fries and pickles. Had high hopes because of the yelp reviews but oh well. :/,2021-01-01,7,14,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
YUouqxMFibGZSgR2HNWaoQ,ir3jpU8LttcXZKB1ml0w1A,BXUqeFDqvTK2uL6sQd5YnQ,5.0,"INSANELY GOOD. All of Crazy D's locations are very good. I've tried all of the ""hot version"" of their chickens. The CRAZY is hard to finish because it is seriously hot, but the flavor is still so good. And the ""come back"" sauce that they give you with every order is delicious. (way better than canes sauce) I recommend getting an extra sauce so you can eat it with every bite. 10/10!

The only complaint I have is that if you get the cheese fries you have to eat them first because the cheese gets stiff but that's just natural and that isn't even really a complaint.",2021-01-01,6,16,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
oWKIucJRbeYrZXd5vtn3NQ,5pgddOwVDAI_UCjnUb9G2g,BXUqeFDqvTK2uL6sQd5YnQ,5.0,"Had another great lunch at Crazy D's this week. The chicken was cooked to perfection and had just the right amount of spice. 
Awesome food and great staff-   Crazy D's is doing it right!",2021-01-01,9,3,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
mrZsufRGc5RI-4fGxHDHbQ,7hfIiQ2EiWH_5KfEGigrWA,BXUqeFDqvTK2uL6sQd5YnQ,5.0,Best damn chicken in town! Hands down will not order chicken from any other place but crazy d's. If your in town or just wanna prove me wrong try this place it's worth it!,2021-01-01,2,13,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
f3PYTvLBWyL8FzTOF-Kc2A,5pgddOwVDAI_UCjnUb9G2g,BXUqeFDqvTK2uL6sQd5YnQ,5.0,"Another great meal at Crazy D's on Wednesday. Great food, great service and we will be back. Thanks!!",2021-01-01,4,2,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
KHyCoKwRqPGfA1OATGqQXw,YTCn20OpTGtenLi7ijG8lQ,BXUqeFDqvTK2uL6sQd5YnQ,5.0,"Crazy D's Hot Chicken has completely rethink fried chicken. It is delicious! This day we had some time to kill before heading up to Mackey stadium for an event and popped in. There was just one employee working both front and back of house, poor guy! He was hustling and apologizing for the wait (only about 1/2 hr). I want to give him a HUGE shout out for keeping up with online orders as well as walk in orders, cooking, and maintaining good humor. I hope the owners can find some more employees now that the students are moving into the dorms. If I was in college again, I would definitely want to work here so I could cut down on my Crazy D's food bill! Please be kind to these workers and show them your patience and appreciation, they're doing their best!",2021-01-01,8,16,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
xMmt65SBQyC7ZJ6mDzC0fw,5JEvxShM2nt2PBUMlZzgeg,BXUqeFDqvTK2uL6sQd5YnQ,3.0,"Food was fresh, young man working was friendly and pleasant. Place was small and clean. Restrooms were also clean. Chicken was tasty but dry. Coleslaw was not good. Fries were frozen out of a bag. Peach iced tea was watered down. It wasn't the worst choice but not worth the 25 min wait. First time trying, it was not that amazing to go back, Raising Canes or Chic-fil-A is prob a better fit for us but we wanted to give it a try.",2021-01-01,1,3,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
_ZI1hPE0ZVGewAEPTM4yhg,20yaWZIZx4W1OjrLfyJRQw,BXUqeFDqvTK2uL6sQd5YnQ,4.0,"A good experience. Don't listen to reviews complaining about time... there's a labor shortage right now and high demand for this place. I got a combo #3 with medium hot. It took about 20 minutes. Not too bad. If you're worried about waiting, just order online instead. The food was really good- better than the Cane's. Spice wasn't bad at all and the sauce was really good. People were super nice as well. Fried chicken is still fried chicken- don't expect gourmet. But it's good.",2021-01-01,12,1,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
1pbj-8ZkBLi5LVV6V-xMdA,oYWlqxrFbBSpLB4N8emUoA,BXUqeFDqvTK2uL6sQd5YnQ,4.0,"A little hard to find, but SO worth it! Tiny store, tiny parking area on a corner near the University. BIG flavor, big portions! 

I ordered online and went to pick up. So easy and safer in these COVID-19 variant times. Order was ready and waiting when I arrived. 

The fries were a bit dry, but everything else was good. Those sliders are huge! I splurged on an order of onion rings and ohmygosh am I glad I did as they were onion ring perfection.

I hope this location does well because I foresee being a regular!",2021-01-01,12,19,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
Slrq_tsxGLlKA3SlIVthkQ,tYf9FtUQ62UDpHIRBEwUlw,BXUqeFDqvTK2uL6sQd5YnQ,5.0,Luci was a very friendly person. He showed a lot of care and dedication to the job. The food was amazing this is a go to spot if you want actual good food. I would definitely come here again. They follow the covid guidelines and thats something I enjoy a lot,2021-01-01,1,24,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
i5B4ZIerwr4fDqJ0nRKx1A,EJuB6-MPmUECYUyduR2xmg,BXUqeFDqvTK2uL6sQd5YnQ,5.0,"Love the food here! My grandkids are spending the night and wanted chicken and fries so Crazy D's seemed the perfect choice as we can customize the sauce. The granddaughter got the country style, I got the mild and my grandson got the medium. They loved the dipping sauce and bread that came with it. My granddaughter immediately said ""this chicken is GOOD""-and she's right!",2021-01-01,1,24,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
Q9UEICDjUzlk6g5_oXcB5Q,C0HLYAzXgekdaZO-3e9QFg,BXUqeFDqvTK2uL6sQd5YnQ,4.0,"This is my go-to DoorDash lunch place.  I always get Combo 2 (2 giant sliders, and they mean it!) and get it hot.  And the hot has excellent flavor and a great bite!  It leaves me sweating but not so much I can't taste the rest of the sandwich or the tasty sauce that comes with the fries.
I have even suggested it to a few of my friends and found they added it to their lunch rotation.  
A great lunch joint near the university and a place I will continue to frequent!",2021-01-01,6,29,Crazy D’s Hot Chicken,101 University Ter,Reno,Florida,3.5,37,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '2'}",Restaurants
uFQx9JBbaOrIDlSuRC4Dig,KYeDtGXTg4lsc0MyAwTmtw,OAs42PSxiaPS25sO8Vtfiw,5.0,Good always good and fast service. Extensive menu variety of American & Chinese food to choose from. My go to spot,2021-01-01,6,29,Lets Wok,6258 N Broad St,Philadelphia,Florida,4.0,5,"{'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'True', 'Caters': 'False', 'WiFi': ""'no'"", 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'HasTV': 'True'}",Restaurants
9QrA0GDR5iFamJ48vuaj1w,bRLqFmT5he-EoKDs5STe8A,4IvQU16RBKuLtpgx8yLqmQ,5.0,The food is always prepared fresh and delicious. Our #1 go to when we want Chinese food for dinner.,2021-01-01,1,31,Hunan Palace,6118 Lancaster Ave,Philadelphia,Florida,4.5,7,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",Restaurants
Z5JH_VK3W123GQj5dFt-Kg,34StXVX22n_NPYr_l1OBVQ,4IvQU16RBKuLtpgx8yLqmQ,5.0,I love this place and I have been coming here for years. The food is ALWAYS GREAT!!  The prices are very reasonable and the service is always with a smile.  The owners typically know most of their customers because we are always coming back for more.,2021-01-01,3,20,Hunan Palace,6118 Lancaster Ave,Philadelphia,Florida,4.5,7,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",Restaurants
